,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
56,16/12/2006,18:20:00,2.928,0.0,235.25,12.4,0.0,1.0,17.0
57,16/12/2006,18:21:00,2.94,0.0,236.04,12.4,0.0,2.0,17.0
58,16/12/2006,18:22:00,2.9339999999999997,0.0,235.51,12.4,0.0,1.0,17.0
59,16/12/2006,18:23:00,2.926,0.0,235.68,12.4,0.0,1.0,17.0
60,16/12/2006,18:24:00,3.452,0.0,235.2,15.2,0.0,1.0,17.0
61,16/12/2006,18:25:00,4.87,0.0,233.74,20.8,0.0,1.0,17.0
62,16/12/2006,18:26:00,4.868,0.0,233.84,20.8,0.0,1.0,17.0
63,16/12/2006,18:27:00,4.8660000000000005,0.0,233.79,20.8,0.0,1.0,17.0
64,16/12/2006,18:28:00,3.176,0.0,235.5,13.8,0.0,1.0,17.0
65,16/12/2006,18:29:00,2.92,0.0,235.84,12.4,0.0,1.0,17.0
66,16/12/2006,18:30:00,2.93,0.0,236.15,12.4,0.0,1.0,17.0
67,16/12/2006,18:31:00,2.912,0.05,235.81,12.4,0.0,1.0,17.0
68,16/12/2006,18:32:00,2.608,0.052000000000000005,235.41,11.0,0.0,1.0,17.0
69,16/12/2006,18:33:00,2.714,0.162,234.82,11.6,0.0,0.0,17.0
70,16/12/2006,18:34:00,3.5380000000000003,0.086,233.76,15.6,0.0,1.0,16.0
71,16/12/2006,18:35:00,6.072,0.0,232.48,26.4,0.0,27.0,17.0
72,16/12/2006,18:36:00,4.5360000000000005,0.0,233.54,19.4,0.0,1.0,17.0
73,16/12/2006,18:37:00,4.408,0.0,232.32,18.8,0.0,1.0,16.0
74,16/12/2006,18:38:00,2.912,0.048,234.02,13.0,0.0,1.0,17.0
75,16/12/2006,18:39:00,2.326,0.054000000000000006,234.76,9.8,0.0,1.0,17.0
76,16/12/2006,18:40:00,2.2640000000000002,0.054000000000000006,234.67,9.6,0.0,1.0,17.0
77,16/12/2006,18:41:00,2.27,0.054000000000000006,235.27,9.6,0.0,1.0,17.0
78,16/12/2006,18:42:00,2.258,0.054000000000000006,235.12,9.6,0.0,1.0,17.0
79,16/12/2006,18:43:00,2.188,0.068,235.8,9.2,0.0,1.0,17.0
80,16/12/2006,18:44:00,2.978,0.166,234.81,13.2,0.0,1.0,17.0
81,16/12/2006,18:45:00,4.2,0.174,234.38,17.8,0.0,1.0,17.0
82,16/12/2006,18:46:00,4.204,0.18600000000000003,234.2,17.8,0.0,1.0,16.0
83,16/12/2006,18:47:00,4.218,0.17800000000000002,233.98,18.0,0.0,1.0,17.0
84,16/12/2006,18:48:00,2.786,0.188,234.99,12.0,0.0,2.0,17.0
85,16/12/2006,18:49:00,2.54,0.08800000000000001,234.67,10.8,0.0,4.0,17.0
86,16/12/2006,18:50:00,2.496,0.08,233.92,10.6,0.0,3.0,17.0
87,16/12/2006,18:51:00,2.336,0.07,233.51,10.0,0.0,1.0,16.0
88,16/12/2006,18:52:00,2.322,0.0,233.44,9.8,0.0,0.0,17.0
89,16/12/2006,18:53:00,2.448,0.0,233.64,10.6,0.0,1.0,17.0
90,16/12/2006,18:54:00,4.298,0.0,232.39,18.4,0.0,1.0,16.0
91,16/12/2006,18:55:00,4.23,0.09,232.25,18.2,0.0,1.0,17.0
92,16/12/2006,18:56:00,4.23,0.09,232.32,18.2,0.0,2.0,16.0
93,16/12/2006,18:57:00,3.924,0.084,232.79,17.0,0.0,1.0,17.0
94,16/12/2006,18:58:00,4.218,0.09,232.09,18.0,0.0,1.0,17.0
95,16/12/2006,18:59:00,4.224,0.09,231.96,18.2,0.0,1.0,16.0
96,16/12/2006,19:00:00,4.07,0.08800000000000001,231.99,17.4,0.0,1.0,17.0
97,16/12/2006,19:01:00,3.612,0.09,232.36,15.6,0.0,2.0,16.0
98,16/12/2006,19:02:00,3.458,0.09,232.71,14.8,0.0,1.0,17.0
99,16/12/2006,19:03:00,3.4339999999999997,0.09,232.01,14.8,0.0,1.0,16.0
100,16/12/2006,19:04:00,3.366,0.0,232.78,14.4,0.0,1.0,17.0
101,16/12/2006,19:05:00,3.404,0.08199999999999999,233.08,14.6,0.0,2.0,16.0
102,16/12/2006,19:06:00,3.3819999999999997,0.07400000000000001,233.69,14.4,0.0,0.0,17.0
103,16/12/2006,19:07:00,3.616,0.106,234.44,15.4,0.0,4.0,17.0
104,16/12/2006,19:08:00,3.4760000000000004,0.092,234.6,14.8,0.0,3.0,17.0
105,16/12/2006,19:09:00,3.3939999999999997,0.064,235.12,14.4,0.0,0.0,17.0
106,16/12/2006,19:10:00,3.4,0.0,234.28,14.4,0.0,1.0,17.0
107,16/12/2006,19:11:00,3.4139999999999997,0.0,234.19,14.4,0.0,1.0,17.0
108,16/12/2006,19:12:00,3.432,0.0,234.69,14.6,0.0,1.0,16.0
109,16/12/2006,19:13:00,3.418,0.0,234.26,14.6,0.0,2.0,17.0
110,16/12/2006,19:14:00,3.392,0.0,233.3,14.4,0.0,1.0,17.0
111,16/12/2006,19:15:00,3.3939999999999997,0.0,233.43,14.4,0.0,1.0,17.0
112,16/12/2006,19:16:00,3.3939999999999997,0.0,233.45,14.4,0.0,1.0,16.0
113,16/12/2006,19:17:00,3.406,0.0,233.91,14.4,0.0,2.0,17.0
114,16/12/2006,19:18:00,3.42,0.0,234.43,14.6,0.0,1.0,17.0
115,16/12/2006,19:19:00,3.418,0.0,234.34,14.4,0.0,1.0,17.0
116,16/12/2006,19:20:00,3.4219999999999997,0.052000000000000005,234.58,14.6,0.0,1.0,17.0
117,16/12/2006,19:21:00,3.332,0.0,234.02,14.2,0.0,1.0,16.0
118,16/12/2006,19:22:00,3.3160000000000003,0.046,234.29,14.0,0.0,1.0,17.0
119,16/12/2006,19:23:00,3.3339999999999996,0.0,234.36,14.2,0.0,2.0,17.0
120,16/12/2006,19:24:00,3.262,0.052000000000000005,232.64,14.0,0.0,0.0,17.0
121,16/12/2006,19:25:00,3.4760000000000004,0.064,232.96,14.8,0.0,3.0,16.0
122,16/12/2006,19:26:00,3.62,0.09,233.47,15.4,0.0,5.0,17.0
123,16/12/2006,19:27:00,3.61,0.084,234.98,15.2,0.0,5.0,17.0
124,16/12/2006,19:28:00,3.6460000000000004,0.138,234.34,15.4,0.0,5.0,17.0
125,16/12/2006,19:29:00,3.614,0.192,233.92,15.4,0.0,5.0,17.0
126,16/12/2006,19:30:00,3.408,0.162,233.94,14.4,0.0,2.0,16.0
127,16/12/2006,19:31:00,3.388,0.134,233.72,14.4,0.0,1.0,17.0
128,16/12/2006,19:32:00,3.372,0.132,233.2,14.4,0.0,2.0,17.0
129,16/12/2006,19:33:00,3.37,0.132,233.1,14.4,0.0,1.0,16.0
130,16/12/2006,19:34:00,3.342,0.12,232.29,14.4,0.0,1.0,17.0
131,16/12/2006,19:35:00,3.284,0.0,232.45,14.0,0.0,2.0,16.0
132,16/12/2006,19:36:00,3.2760000000000002,0.0,231.97,14.0,0.0,1.0,17.0
133,16/12/2006,19:37:00,3.3819999999999997,0.13,232.42,14.4,0.0,2.0,17.0
134,16/12/2006,19:38:00,3.418,0.16,233.38,14.6,0.0,1.0,16.0
135,16/12/2006,19:39:00,3.3960000000000004,0.158,232.69,14.6,0.0,1.0,17.0
136,16/12/2006,19:40:00,3.406,0.158,233.2,14.6,0.0,2.0,16.0
137,16/12/2006,19:41:00,3.406,0.158,233.26,14.6,0.0,1.0,17.0
138,16/12/2006,19:42:00,3.392,0.156,232.84,14.4,0.0,1.0,17.0
139,16/12/2006,19:43:00,3.378,0.154,232.39,14.4,0.0,2.0,16.0
140,16/12/2006,19:44:00,3.3680000000000003,0.154,232.14,14.4,0.0,1.0,17.0
141,16/12/2006,19:45:00,3.35,0.152,231.57,14.4,0.0,1.0,16.0
142,16/12/2006,19:46:00,3.352,0.152,231.66,14.4,0.0,2.0,17.0
143,16/12/2006,19:47:00,3.364,0.154,232.22,14.4,0.0,1.0,16.0
144,16/12/2006,19:48:00,3.38,0.156,232.81,14.4,0.0,1.0,17.0
145,16/12/2006,19:49:00,3.404,0.16,233.77,14.4,0.0,1.0,17.0
146,16/12/2006,19:50:00,3.378,0.156,232.82,14.4,0.0,2.0,16.0
147,16/12/2006,19:51:00,3.388,0.158,233.22,14.4,0.0,1.0,17.0
148,16/12/2006,19:52:00,3.3760000000000003,0.156,232.84,14.4,0.0,1.0,17.0
149,16/12/2006,19:53:00,3.2539999999999996,0.0,232.75,13.8,0.0,0.0,16.0
150,16/12/2006,19:54:00,3.214,0.078,232.64,13.8,0.0,0.0,17.0
151,16/12/2006,19:55:00,3.202,0.078,232.2,13.8,0.0,0.0,16.0
152,16/12/2006,19:56:00,3.202,0.078,232.2,13.8,0.0,0.0,17.0
153,16/12/2006,19:57:00,3.2119999999999997,0.078,232.58,13.8,0.0,0.0,16.0
154,16/12/2006,19:58:00,3.2060000000000004,0.078,232.4,13.8,0.0,0.0,17.0
155,16/12/2006,19:59:00,3.214,0.078,232.66,13.8,0.0,0.0,17.0
156,16/12/2006,20:00:00,3.2060000000000004,0.078,232.43,13.8,0.0,0.0,16.0
157,16/12/2006,20:01:00,3.222,0.078,233.02,13.8,0.0,0.0,17.0
158,16/12/2006,20:02:00,3.216,0.076,232.8,13.8,0.0,0.0,16.0
159,16/12/2006,20:03:00,3.216,0.078,232.79,13.8,0.0,0.0,17.0
160,16/12/2006,20:04:00,3.194,0.078,231.98,13.6,0.0,0.0,16.0
161,16/12/2006,20:05:00,3.278,0.0,232.88,14.0,0.0,0.0,17.0
162,16/12/2006,20:06:00,3.282,0.0,232.52,14.0,0.0,0.0,17.0
163,16/12/2006,20:07:00,3.292,0.0,232.87,14.0,0.0,0.0,16.0
164,16/12/2006,20:08:00,3.3160000000000003,0.0,233.78,14.0,0.0,0.0,17.0
165,16/12/2006,20:09:00,3.37,0.08,233.69,14.4,0.0,0.0,17.0
166,16/12/2006,20:10:00,3.42,0.14400000000000002,234.04,14.6,0.0,0.0,17.0
167,16/12/2006,20:11:00,3.41,0.142,233.93,14.6,0.0,0.0,16.0
168,16/12/2006,20:12:00,3.4,0.14,233.62,14.4,0.0,0.0,17.0
169,16/12/2006,20:13:00,3.4,0.14,233.64,14.4,0.0,0.0,17.0
170,16/12/2006,20:14:00,3.388,0.14,233.26,14.4,0.0,0.0,16.0
171,16/12/2006,20:15:00,3.37,0.086,233.9,14.4,0.0,0.0,17.0
172,16/12/2006,20:16:00,3.332,0.0,233.68,14.2,0.0,0.0,17.0
173,16/12/2006,20:17:00,3.31,0.0,232.83,14.2,0.0,0.0,17.0
174,16/12/2006,20:18:00,3.312,0.0,233.0,14.2,0.0,0.0,16.0
175,16/12/2006,20:19:00,3.3139999999999996,0.0,233.08,14.2,0.0,0.0,17.0
176,16/12/2006,20:20:00,3.302,0.0,232.69,14.2,0.0,0.0,16.0
177,16/12/2006,20:21:00,3.302,0.0,232.91,14.0,0.0,0.0,17.0
178,16/12/2006,20:22:00,3.3,0.0,232.87,14.0,0.0,0.0,17.0
179,16/12/2006,20:23:00,3.29,0.0,232.42,14.0,0.0,0.0,16.0
180,16/12/2006,20:24:00,3.286,0.0,232.31,14.0,0.0,0.0,17.0
181,16/12/2006,20:25:00,3.23,0.052000000000000005,232.79,13.8,0.0,0.0,16.0
182,16/12/2006,20:26:00,3.218,0.078,233.05,13.8,0.0,0.0,17.0
183,16/12/2006,20:27:00,3.258,0.076,234.57,13.8,0.0,0.0,17.0
184,16/12/2006,20:28:00,3.264,0.076,234.79,13.8,0.0,0.0,17.0
185,16/12/2006,20:29:00,3.26,0.076,234.6,13.8,0.0,0.0,17.0
186,16/12/2006,20:30:00,3.262,0.076,234.54,13.8,0.0,0.0,17.0
187,16/12/2006,20:31:00,3.264,0.076,234.6,13.8,0.0,0.0,16.0
188,16/12/2006,20:32:00,3.238,0.076,233.77,13.8,0.0,0.0,17.0
189,16/12/2006,20:33:00,3.228,0.078,233.5,13.8,0.0,0.0,17.0
190,16/12/2006,20:34:00,3.222,0.078,233.27,13.8,0.0,0.0,17.0
191,16/12/2006,20:35:00,3.2260000000000004,0.078,233.37,13.8,0.0,0.0,16.0
192,16/12/2006,20:36:00,3.2060000000000004,0.078,232.64,13.6,0.0,0.0,17.0
193,16/12/2006,20:37:00,3.188,0.08,231.95,13.6,0.0,0.0,16.0
194,16/12/2006,20:38:00,3.196,0.08,232.21,13.6,0.0,0.0,17.0
195,16/12/2006,20:39:00,3.2039999999999997,0.078,232.5,13.6,0.0,0.0,16.0
196,16/12/2006,20:40:00,3.2319999999999998,0.078,233.63,13.8,0.0,0.0,17.0
197,16/12/2006,20:41:00,3.2539999999999996,0.07400000000000001,234.43,13.8,0.0,0.0,17.0
198,16/12/2006,20:42:00,3.3760000000000003,0.05,234.63,14.4,0.0,0.0,17.0
199,16/12/2006,20:43:00,3.372,0.048,235.05,14.2,0.0,0.0,17.0
200,16/12/2006,20:44:00,3.366,0.048,234.96,14.2,0.0,0.0,17.0
201,16/12/2006,20:45:00,3.386,0.05,235.77,14.2,0.0,0.0,17.0
202,16/12/2006,20:46:00,3.4960000000000004,0.146,236.76,14.8,0.0,0.0,17.0
203,16/12/2006,20:47:00,3.426,0.146,234.59,14.6,0.0,0.0,17.0
204,16/12/2006,20:48:00,3.44,0.14800000000000002,235.13,14.6,0.0,0.0,17.0
205,16/12/2006,20:49:00,3.44,0.146,235.14,14.6,0.0,0.0,17.0
206,16/12/2006,20:50:00,3.4539999999999997,0.15,235.75,14.6,0.0,0.0,17.0
207,16/12/2006,20:51:00,3.45,0.15,235.69,14.6,0.0,0.0,17.0
208,16/12/2006,20:52:00,3.48,0.154,236.86,14.6,0.0,0.0,17.0
209,16/12/2006,20:53:00,3.4739999999999998,0.152,236.72,14.6,0.0,0.0,17.0
210,16/12/2006,20:54:00,3.4560000000000004,0.15,236.05,14.6,0.0,0.0,17.0
211,16/12/2006,20:55:00,1.8319999999999999,0.17,237.54,8.4,0.0,0.0,17.0
212,16/12/2006,20:56:00,2.044,0.102,237.44,9.4,0.0,0.0,18.0
213,16/12/2006,20:57:00,3.3539999999999996,0.0,237.0,14.0,0.0,0.0,17.0
214,16/12/2006,20:58:00,3.282,0.07400000000000001,235.55,13.8,0.0,0.0,17.0
215,16/12/2006,20:59:00,3.3080000000000003,0.07400000000000001,236.51,14.0,0.0,0.0,17.0
216,16/12/2006,21:00:00,3.3139999999999996,0.07200000000000001,236.76,14.0,0.0,0.0,17.0
217,16/12/2006,21:01:00,3.306,0.07200000000000001,237.11,13.8,0.0,0.0,17.0
218,16/12/2006,21:02:00,1.692,0.054000000000000006,238.72,7.8,0.0,0.0,18.0
219,16/12/2006,21:03:00,3.342,0.07,237.66,14.0,0.0,0.0,17.0
220,16/12/2006,21:04:00,3.3539999999999996,0.07,238.2,14.0,0.0,0.0,17.0
221,16/12/2006,21:05:00,3.3339999999999996,0.07200000000000001,237.46,14.0,0.0,0.0,18.0
222,16/12/2006,21:06:00,3.33,0.07200000000000001,237.36,14.0,0.0,0.0,17.0
223,16/12/2006,21:07:00,2.74,0.064,238.13,12.0,0.0,0.0,17.0
224,16/12/2006,21:08:00,2.188,0.06,237.74,10.0,0.0,0.0,18.0
225,16/12/2006,21:09:00,3.33,0.07,237.26,14.0,0.0,0.0,17.0
226,16/12/2006,21:10:00,3.34,0.07,237.69,14.0,0.0,0.0,17.0
227,16/12/2006,21:11:00,3.306,0.07200000000000001,236.44,14.0,0.0,0.0,17.0
228,16/12/2006,21:12:00,3.0439999999999996,0.07200000000000001,236.23,13.2,0.0,0.0,17.0
229,16/12/2006,21:13:00,1.766,0.057999999999999996,237.7,8.2,0.0,0.0,18.0
230,16/12/2006,21:14:00,3.3760000000000003,0.0,235.73,14.2,0.0,0.0,17.0
231,16/12/2006,21:15:00,3.4139999999999997,0.052000000000000005,236.51,14.4,0.0,0.0,17.0
232,16/12/2006,21:16:00,3.426,0.054000000000000006,237.11,14.4,0.0,0.0,17.0
233,16/12/2006,21:17:00,3.42,0.054000000000000006,237.06,14.4,0.0,0.0,17.0
234,16/12/2006,21:18:00,1.876,0.07400000000000001,238.63,8.6,0.0,0.0,18.0
235,16/12/2006,21:19:00,3.4419999999999997,0.055999999999999994,237.58,14.4,0.0,0.0,17.0
236,16/12/2006,21:20:00,3.4139999999999997,0.054000000000000006,236.87,14.4,0.0,0.0,17.0
237,16/12/2006,21:21:00,3.412,0.055999999999999994,236.94,14.4,0.0,0.0,17.0
238,16/12/2006,21:22:00,2.542,0.068,238.17,11.4,0.0,0.0,18.0
239,16/12/2006,21:23:00,2.82,0.062,237.42,12.4,0.0,0.0,17.0
240,16/12/2006,21:24:00,3.41,0.054000000000000006,236.91,14.4,0.0,0.0,17.0
241,16/12/2006,21:25:00,3.392,0.052000000000000005,236.24,14.2,0.0,0.0,17.0
242,16/12/2006,21:26:00,2.878,0.06,237.17,12.6,0.0,0.0,17.0
243,16/12/2006,21:27:00,1.848,0.11199999999999999,238.59,8.4,0.0,0.0,18.0
244,16/12/2006,21:28:00,3.4939999999999998,0.14400000000000002,237.43,14.6,0.0,0.0,17.0
245,16/12/2006,21:29:00,3.42,0.0,237.73,14.2,0.0,0.0,17.0
246,16/12/2006,21:30:00,3.2260000000000004,0.0,237.2,13.8,0.0,0.0,18.0
247,16/12/2006,21:31:00,1.9480000000000002,0.0,238.41,9.0,0.0,0.0,17.0
248,16/12/2006,21:32:00,3.392,0.0,236.6,14.2,0.0,0.0,17.0
249,16/12/2006,21:33:00,3.3680000000000003,0.0,236.12,14.2,0.0,0.0,17.0
250,16/12/2006,21:34:00,3.378,0.0,236.54,14.2,0.0,0.0,17.0
251,16/12/2006,21:35:00,1.8719999999999999,0.0,238.48,8.6,0.0,0.0,18.0
252,16/12/2006,21:36:00,3.2119999999999997,0.0,237.27,13.6,0.0,0.0,17.0
253,16/12/2006,21:37:00,3.346,0.0,237.06,14.0,0.0,0.0,17.0
254,16/12/2006,21:38:00,3.3080000000000003,0.07200000000000001,236.49,14.0,0.0,0.0,17.0
255,16/12/2006,21:39:00,3.302,0.07200000000000001,236.28,13.8,0.0,0.0,17.0
256,16/12/2006,21:40:00,2.36,0.064,236.89,10.8,0.0,0.0,18.0
257,16/12/2006,21:41:00,2.6519999999999997,0.046,236.64,11.8,0.0,0.0,17.0
258,16/12/2006,21:42:00,3.392,0.0,236.58,14.2,0.0,1.0,17.0
259,16/12/2006,21:43:00,3.398,0.0,236.83,14.2,0.0,2.0,17.0
260,16/12/2006,21:44:00,3.424,0.046,237.75,14.4,0.0,1.0,17.0
261,16/12/2006,21:45:00,1.86,0.066,239.69,8.4,0.0,2.0,18.0
262,16/12/2006,21:46:00,3.25,0.08199999999999999,238.95,13.8,0.0,1.0,17.0
263,16/12/2006,21:47:00,3.502,0.172,236.46,14.8,0.0,1.0,18.0
264,16/12/2006,21:48:00,3.484,0.17,235.98,14.6,0.0,2.0,17.0
265,16/12/2006,21:49:00,3.478,0.168,235.85,14.6,0.0,1.0,17.0
266,16/12/2006,21:50:00,1.696,0.19399999999999998,238.19,7.6,0.0,2.0,17.0
267,16/12/2006,21:51:00,3.4939999999999998,0.17,236.28,14.8,0.0,1.0,17.0
268,16/12/2006,21:52:00,3.4819999999999998,0.17,236.4,14.6,0.0,1.0,17.0
269,16/12/2006,21:53:00,3.48,0.17,236.46,14.6,0.0,2.0,17.0
270,16/12/2006,21:54:00,3.4739999999999998,0.168,236.28,14.6,0.0,1.0,17.0
271,16/12/2006,21:55:00,2.3080000000000003,0.184,237.33,10.6,0.0,1.0,18.0
272,16/12/2006,21:56:00,2.926,0.17800000000000002,237.09,12.8,0.0,2.0,17.0
273,16/12/2006,21:57:00,3.472,0.17,236.39,14.6,0.0,1.0,17.0
274,16/12/2006,21:58:00,3.48,0.17,236.75,14.6,0.0,1.0,17.0
275,16/12/2006,21:59:00,3.4539999999999997,0.168,235.73,14.6,0.0,2.0,17.0
276,16/12/2006,22:00:00,3.464,0.17,236.03,14.6,0.0,1.0,17.0
277,16/12/2006,22:01:00,1.786,0.096,237.68,8.2,0.0,1.0,18.0
278,16/12/2006,22:02:00,3.182,0.0,235.99,13.6,0.0,1.0,17.0
279,16/12/2006,22:03:00,3.378,0.0,236.26,14.2,0.0,2.0,17.0
280,16/12/2006,22:04:00,3.372,0.0,236.03,14.2,0.0,1.0,17.0
281,16/12/2006,22:05:00,3.362,0.0,235.7,14.2,0.0,1.0,17.0
282,16/12/2006,22:06:00,3.112,0.0,236.08,13.4,0.0,1.0,17.0
283,16/12/2006,22:07:00,1.614,0.055999999999999994,237.31,7.4,0.0,0.0,17.0
284,16/12/2006,22:08:00,3.358,0.0,236.14,14.2,0.0,0.0,17.0
285,16/12/2006,22:09:00,3.388,0.0,236.61,14.2,0.0,0.0,17.0
286,16/12/2006,22:10:00,3.392,0.0,236.93,14.2,0.0,0.0,17.0
287,16/12/2006,22:11:00,2.81,0.0,237.97,12.4,0.0,0.0,18.0
288,16/12/2006,22:12:00,2.18,0.0,238.02,10.0,0.0,0.0,17.0
289,16/12/2006,22:13:00,3.37,0.0,236.06,14.2,0.0,0.0,17.0
290,16/12/2006,22:14:00,3.326,0.0,234.45,14.0,0.0,0.0,17.0
291,16/12/2006,22:15:00,2.778,0.0,235.31,12.0,0.0,0.0,9.0
292,16/12/2006,22:16:00,2.358,0.0,237.1,9.8,0.0,0.0,0.0
293,16/12/2006,22:17:00,0.96,0.054000000000000006,238.68,5.6,0.0,0.0,0.0
294,16/12/2006,22:18:00,1.6059999999999999,0.0,238.76,7.8,0.0,0.0,0.0
295,16/12/2006,22:19:00,2.35,0.0,238.59,9.8,0.0,0.0,0.0
296,16/12/2006,22:20:00,2.428,0.068,238.87,10.0,0.0,0.0,0.0
297,16/12/2006,22:21:00,2.0780000000000003,0.07200000000000001,238.97,9.2,0.0,0.0,0.0
298,16/12/2006,22:22:00,0.78,0.09,239.93,4.6,0.0,0.0,0.0
299,16/12/2006,22:23:00,2.426,0.068,239.05,10.0,0.0,0.0,0.0
300,16/12/2006,22:24:00,2.412,0.066,238.46,10.0,0.0,0.0,0.0
301,16/12/2006,22:25:00,2.428,0.07,239.68,10.0,0.0,0.0,0.0
302,16/12/2006,22:26:00,1.53,0.084,240.72,7.6,0.0,0.0,0.0
303,16/12/2006,22:27:00,1.3880000000000001,0.086,240.87,7.2,0.0,0.0,0.0
304,16/12/2006,22:28:00,2.424,0.07,239.71,10.0,0.0,0.0,0.0
305,16/12/2006,22:29:00,2.428,0.07200000000000001,239.89,10.0,0.0,0.0,0.0
