,Client name,Industry,Location,Position,Skillset,Interview Type,Gender,Current Location,Candidate Job Location,Interview Venue,Native,permission,meetings,Reminder,Alternate number,Resume printout & JD,Venue clear,Call letter shared,Expected Attendance,Observed Attendance,Marital Status
48,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
49,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
50,8,0,1,4,61,1,1,1,1,1,22,1,1,1,1,1,1,1,2,1,0
51,8,0,1,4,61,1,1,1,1,1,27,1,1,1,1,1,1,1,2,0,0
52,8,0,1,4,61,1,1,1,1,1,38,1,1,1,1,1,1,1,2,1,0
53,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,0,0
54,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
55,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,0
56,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
57,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
58,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
59,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,0,0
60,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,0,0
61,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
62,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
63,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
64,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
65,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
66,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
67,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,0
68,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,0
69,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
70,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
71,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,0
72,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
73,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
74,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
75,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
76,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
77,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,0,0
78,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
79,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
80,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
81,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,1
82,8,0,1,4,61,1,0,1,1,1,10,1,1,1,1,1,1,1,2,0,1
83,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
84,8,0,1,4,61,1,1,1,1,1,10,1,1,1,1,1,1,0,0,0,0
85,8,0,1,4,61,1,1,1,1,1,10,2,1,1,1,0,1,1,0,0,1
86,8,0,1,4,61,1,1,1,1,1,10,2,1,1,0,1,1,1,0,0,1
87,8,0,1,4,61,1,0,1,1,1,10,1,1,1,0,1,0,1,0,0,1
88,8,0,1,4,61,1,1,1,1,1,10,2,1,1,1,1,0,1,0,0,1
89,8,0,1,4,61,1,1,1,1,1,10,2,1,1,1,1,0,0,0,0,0
90,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,0
91,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
92,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,0,1
93,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,0,0
94,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
95,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,0
96,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,0,0
97,8,0,1,4,9,1,0,1,1,1,22,1,1,1,1,1,1,1,2,1,0
98,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,1,0
99,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
100,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
101,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
102,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
103,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
104,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
105,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
106,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,1,0
107,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,1,0
108,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
109,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
110,8,0,1,4,9,1,0,1,1,1,22,1,1,1,1,1,1,1,2,1,1
111,8,0,1,4,9,1,0,1,1,1,12,1,1,1,1,1,1,1,2,1,1
112,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
113,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,1
114,8,0,1,4,9,1,0,1,1,1,12,1,1,1,1,1,1,1,2,1,0
115,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,1,1
116,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,1,1
117,8,0,1,4,9,1,1,1,1,1,22,1,1,1,1,1,1,1,2,0,1
118,8,0,1,4,9,1,1,1,1,1,39,1,1,1,1,1,1,1,2,1,1
119,8,0,1,4,9,1,0,1,1,1,39,1,1,1,1,1,1,1,2,1,0
120,8,0,1,4,9,1,1,1,1,1,10,0,0,0,0,0,1,1,0,0,1
121,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
122,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,1
123,8,0,1,4,9,1,0,1,1,1,10,0,1,0,0,1,1,0,1,1,1
124,8,0,1,4,9,1,1,1,1,1,10,0,1,1,1,0,0,0,0,0,1
125,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
126,8,0,1,4,9,1,0,1,1,1,10,0,1,1,1,0,0,0,0,0,1
127,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
128,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,1
129,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,1,1
130,8,0,1,4,9,1,1,1,1,1,10,1,1,1,1,1,1,1,2,0,1
131,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
132,8,0,1,4,9,1,0,1,1,1,10,1,1,1,1,1,1,1,2,1,0
133,0,0,0,2,13,1,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
134,0,0,0,2,13,1,1,0,0,0,10,1,1,1,1,1,1,1,2,1,1
135,0,0,0,2,13,0,1,0,0,0,34,1,1,1,1,1,1,1,2,1,1
136,0,0,0,2,13,0,1,0,0,0,27,1,1,1,1,1,1,1,2,1,1
137,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
138,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
139,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
140,0,0,0,2,13,0,0,0,0,0,10,1,1,1,1,1,1,1,2,1,0
141,0,0,0,2,13,0,1,0,0,0,34,1,1,1,1,1,1,1,2,0,1
142,0,0,0,2,13,0,0,0,0,0,22,1,1,1,1,1,1,1,2,1,0
143,0,0,0,2,13,0,1,0,0,0,24,1,1,1,1,1,1,1,2,1,1
144,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
145,0,0,0,2,13,0,1,0,0,0,10,1,1,1,1,1,1,1,2,1,1
146,0,0,0,2,13,0,1,0,0,0,10,1,1,1,1,1,1,1,2,1,1
147,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
148,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
149,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
150,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
151,0,0,0,2,13,0,1,0,0,0,39,1,1,1,1,1,1,1,2,1,1
152,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
153,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
154,0,0,0,2,13,0,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
155,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
156,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
157,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
158,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,1
159,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,1
160,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
161,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
162,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
163,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
164,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
165,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
166,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
167,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
168,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
169,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
170,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
171,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
172,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
173,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
174,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
175,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
176,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
177,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
178,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
179,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
180,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
181,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
182,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
183,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
184,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
185,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
186,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
187,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
188,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
189,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
190,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
191,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
192,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
193,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
194,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
195,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
196,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
197,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
198,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,0
199,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,1
200,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
201,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
202,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
203,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,1
204,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
205,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
206,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
207,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,1
208,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
209,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
210,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
211,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,0,0
212,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
213,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
214,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
215,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
216,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,0
217,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
218,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,0
219,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
220,8,0,0,4,25,2,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
221,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
222,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,0
223,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
224,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
225,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
226,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
227,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
228,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
229,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
230,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
231,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
232,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,0
233,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,0
234,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,0
235,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
236,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
237,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
238,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
239,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,0
240,8,0,0,4,25,2,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
241,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
242,8,0,0,4,8,1,1,0,0,0,10,1,1,1,1,1,1,1,1,1,1
243,8,0,0,4,8,1,0,0,0,0,6,0,1,1,1,1,1,1,1,0,1
244,8,0,0,4,8,1,1,0,0,0,10,0,1,1,1,1,1,1,1,0,1
245,8,0,0,4,8,1,1,0,0,0,10,0,1,1,1,1,1,1,1,1,0
246,8,0,0,4,8,1,1,0,0,0,24,1,1,1,1,1,1,1,2,1,0
247,8,0,0,4,8,1,0,0,0,0,2,1,1,1,1,1,1,1,1,0,1
248,8,0,0,4,8,1,0,0,0,0,10,1,1,1,1,1,1,1,1,1,1
249,8,0,0,4,8,1,0,0,0,0,31,1,1,1,1,1,1,1,2,0,1
250,8,0,0,4,8,1,1,0,0,0,27,1,1,1,1,1,1,1,2,1,0
251,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,1,1,1
252,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
253,8,0,0,4,8,1,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
254,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,1,0,1
255,8,0,0,4,8,1,1,0,0,0,2,1,1,1,1,1,1,1,1,0,1
256,8,0,0,4,8,1,1,0,0,0,2,1,1,1,1,1,1,1,2,0,1
257,8,0,0,4,8,1,1,0,0,0,22,0,1,1,1,1,1,1,1,1,1
258,8,0,0,4,8,1,0,0,0,0,22,1,1,1,1,1,1,1,2,0,1
259,8,0,0,4,8,1,0,0,0,0,10,1,1,1,1,1,1,1,2,1,1
260,8,0,0,4,8,1,1,0,0,0,24,1,1,1,1,1,1,1,1,1,1
261,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,1,0,1
262,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,2,1,1
263,8,0,0,4,8,1,1,0,0,0,24,1,1,1,1,1,1,1,2,1,0
264,8,0,0,4,8,1,1,0,0,0,10,1,1,1,1,1,1,1,1,1,0
265,8,0,0,4,8,1,0,0,0,0,10,1,1,1,1,1,1,1,1,0,1
266,8,0,0,4,8,1,1,0,0,0,10,0,1,1,1,1,1,1,1,0,0
267,8,0,0,4,8,1,1,0,0,0,24,0,1,1,1,1,1,1,1,0,1
268,8,0,0,4,8,1,1,0,0,0,6,0,1,1,1,1,1,1,1,1,1
269,8,0,0,4,8,1,1,0,0,0,24,0,1,1,1,1,1,1,1,0,0
270,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,2,0,0
271,8,0,0,4,8,1,1,0,0,0,22,1,1,0,1,0,1,1,1,0,0
272,8,0,0,4,8,1,1,0,0,0,10,1,1,0,1,0,1,1,1,1,1
273,8,0,0,4,8,1,1,0,0,0,22,1,1,0,1,0,1,1,1,1,0
274,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,2,1,1
275,8,0,0,4,8,1,0,0,0,0,6,1,1,1,1,1,1,1,2,1,1
276,8,0,0,4,8,1,0,0,0,0,12,1,1,1,1,1,1,1,1,0,1
277,8,0,0,4,8,1,1,0,0,0,34,1,1,1,1,1,1,1,2,1,1
278,8,0,0,4,8,1,0,0,0,0,14,1,1,1,1,1,1,1,2,0,1
279,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,1,0,0
280,8,0,0,4,8,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1
281,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
282,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,2,0,1
283,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,1,0,1
284,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,1,1,0
285,8,0,0,4,8,1,1,0,0,0,19,1,1,1,1,1,1,1,2,0,0
286,8,0,0,4,8,1,1,0,0,0,34,1,1,1,1,1,1,1,1,1,1
287,8,0,0,4,8,1,1,0,0,0,43,1,1,1,1,1,1,1,1,0,0
288,8,0,0,4,8,1,1,0,0,0,27,1,1,1,1,1,1,1,2,0,1
289,8,0,0,4,8,1,0,0,0,0,7,0,1,1,1,1,1,1,0,0,0
290,8,0,0,4,8,1,0,0,0,0,6,0,1,1,1,1,1,1,1,1,0
291,8,0,0,4,8,1,0,0,0,0,14,1,1,1,1,1,1,1,2,1,1
292,8,0,0,4,8,1,1,0,0,0,12,1,1,1,1,1,1,1,1,0,0
293,8,0,0,4,8,1,1,0,0,0,30,1,1,1,1,1,1,1,2,1,1
294,8,0,0,4,8,1,1,0,0,0,34,1,1,1,1,1,1,1,2,1,1
295,8,0,0,4,8,1,1,0,0,0,10,1,1,1,1,1,1,1,2,1,1
296,8,0,0,4,8,1,1,0,0,0,10,1,1,1,1,1,1,1,1,0,1
297,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
298,8,0,0,4,8,1,0,0,0,0,6,1,1,1,1,1,1,1,2,1,0
299,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,1,1,1
300,8,0,0,4,8,1,1,0,0,0,10,1,1,1,1,1,1,1,2,1,1
301,8,0,0,4,8,1,1,0,0,0,34,1,1,1,0,1,1,1,1,1,0
302,8,0,0,4,8,1,1,0,0,0,6,1,1,1,0,1,1,1,1,0,1
303,8,0,0,4,8,1,1,0,0,0,6,1,1,1,1,1,1,1,2,1,1
304,8,0,0,4,8,1,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1
305,8,0,0,4,8,1,0,0,0,0,32,1,1,1,1,1,1,1,1,1,1
306,8,0,0,4,8,1,1,0,0,0,32,1,1,1,1,1,1,1,1,0,0
307,8,0,0,4,8,1,1,0,0,0,22,1,1,1,1,1,1,1,1,0,1
308,8,0,0,4,8,1,1,0,0,0,12,1,1,1,1,1,1,1,1,1,0
309,8,0,0,4,8,1,1,0,0,0,34,1,1,1,1,1,1,1,2,1,1
310,8,0,0,4,8,1,0,0,0,0,14,1,1,1,1,1,1,1,1,1,1
311,8,0,0,4,8,1,1,0,0,0,10,1,1,1,1,1,1,1,1,0,1
